managing_agency,fms_id,year-month_reported,total_budget,spend_to_date,spend_to_date_percent,budget_variance,budget_variance_percent
846,P-3PIKEMA,202305,12800000,0,0,0,0
846,P-3PIKEMA,202309,17739684,40000,0.0022,4939684,0.3859
846,P-3PIN181,201710,625000,,,,
846,P-3PIN181,202305,645000,106000,0.1643,20000,0.032
846,P-3PIN181,202309,755000,106000,0.1403,110000,0.1705
846,P-3PL14A3,201509,1202000,,,,
846,P-3PL14A3,202305,1179389,924389,0.7837,-22611,-0.0188
846,P-3PL14A3,202309,1179389,924389,0.7837,0,0
846,P-3PL14A5,201701,156000,,,,
846,P-3PL14A5,202305,89613,70613,0.7879,-66387,-0.4255
846,P-3PL14A5,202309,89613,70613,0.7879,0,0
846,P-3PL14A6,201701,110000,,,,
846,P-3PL14A6,202305,9154000,260000,0.0284,9044000,82.2181
846,P-3PL14A6,202309,9154000,260000,0.0284,0,0
846,P-3PL16A1,201809,349000,,,,
846,P-3PL16A1,202305,267794,202290,0.7553,-81206,-0.2326
846,P-3PL16A1,202309,267794,202290,0.7553,0,0
846,P-3PLG13B,201310,1817000,,,,
846,P-3PLG13B,202305,1737481,1360915,0.7832,-79520,-0.0437
846,P-3PLG13B,202309,1737481,1360915,0.7832,0,0
846,P-3POORRD,201710,2489000,,,,
846,P-3POORRD,202305,2715496,1794182,0.6607,226496,0.0909
846,P-3POORRD,202309,2875842,1794182,0.6238,160346,0.059
846,P-3PS155M,201701,1000000,,,,
846,P-3PS155M,202305,3770200,948741,0.2516,2770200,2.7702
846,P-3PS155M,202309,3930557,948741,0.2413,160357,0.0425
846,P-3PSNNTE,202302,200000,,,,
846,P-3PSNNTE,202305,200000,0,0,0,0
846,P-3PSNNTE,202309,200000,0,0,0,0
846,P-3QUISCS,201804,1710000,,,,
846,P-3QUISCS,202305,1963000,280236,0.1427,253000,0.1479
846,P-3QUISCS,202309,2064003,280236,0.1357,101003,0.0514
846,P-3R5422A,202104,16105000,,,,
846,P-3R5422A,202305,18246000,18764,0.001,2141000,0.1329
846,P-3R5422A,202309,43296000,18764,0.0004,25050000,1.3729
846,P-3RANDSC,202001,794000,,,,
846,P-3RANDSC,202305,1519000,75000,0.0493,725000,0.913
846,P-3RANDSC,202309,1519000,75000,0.0493,0,0
846,P-3RANDVC,202004,239000,,,,
846,P-3RANDVC,202305,239000,0,0,0,0
846,P-3RANDVC,202309,239000,0,0,0,0
846,P-3REC54E,201910,125000,,,,
846,P-3REC54E,202305,371000,384883,1.0374,246000,1.968
846,P-3REC54E,202309,643000,384883,0.5985,272000,0.7331
846,P-3RIV105,202001,840000,,,,
846,P-3RIV105,202305,910000,377572,0.4149,70000,0.0833
846,P-3RIV105,202309,1010000,377572,0.3738,100000,0.1098
846,P-3RIV110,202001,450000,,,,
846,P-3RIV110,202305,365000,0,0,-85000,-0.1888
846,P-3RIV110,202309,365000,0,0,0,0
846,P-3RIV148,202001,110000,,,,
846,P-3RIV148,202305,120000,10000,0.0833,10000,0.0909
846,P-3RIV148,202309,120000,10000,0.0833,0,0
846,P-3RIVDIN,202110,1300000,,,,
846,P-3RIVDIN,202305,6900000,0,0,5600000,4.3076
846,P-3RIVDIN,202309,6954196,17060,0.0024,54196,0.0078
846,P-3RIVFTW,201904,147000,,,,
846,P-3RIVFTW,202305,218597,158211,0.7237,71597,0.487
846,P-3RIVFTW,202309,168211,158211,0.9405,-50386,-0.2304
846,P-3RIVJOA,201701,475000,,,,
846,P-3RIVJOA,202305,869371,858371,0.9873,394371,0.8302
846,P-3RIVJOA,202309,860371,858371,0.9976,-9000,-0.0103
846,P-3RIVRMP,202104,200000,,,,
846,P-3RIVRMP,202305,2720000,220579,0.081,2520000,12.6
846,P-3RIVRMP,202309,2940000,220579,0.075,220000,0.0808
846,P-3RIVS83,202001,245000,,,,
846,P-3RIVS83,202305,375000,373225,0.9952,130000,0.5306
846,P-3RIVS83,202309,395000,373225,0.9448,20000,0.0533
846,P-3RIVS97,202001,550000,,,,
846,P-3RIVS97,202305,676000,255401,0.3778,126000,0.229
846,P-3RIVS97,202309,676000,255401,0.3778,0,0
846,P-3RIVSTR,201710,818000,,,,
846,P-3RIVSTR,202305,3286690,1398902,0.4256,2468690,3.0179
846,P-3RIVSTR,202309,3371881,1398902,0.4148,85191,0.0259
846,P-3RNDLGL,202001,340000,,,,
846,P-3RNDLGL,202305,340000,338,0.0009,0,0
846,P-3RNDLGL,202309,391000,338,0.0008,51000,0.15
846,P-3RVPFWP,201910,2300000,,,,
846,P-3RVPFWP,202305,2400000,60824,0.0253,100000,0.0434
846,P-3RVPFWP,202309,2400000,60824,0.0253,0,0
846,P-3RVSSCA,201410,1000000,,,,
846,P-3RVSSCA,202305,3377838,2954660,0.8747,2377838,2.3778
846,P-3RVSSCA,202309,3377678,2954660,0.8747,-160,0
846,P-3SARDRO,202205,15000000,,,,
846,P-3SARDRO,202305,20145000,0,0,5145000,0.343
846,P-3SARDRO,202309,20145000,0,0,0,0
846,P-3SEWARD,201710,272000,,,,
846,P-3SEWARD,202305,115000,4070,0.0353,-157000,-0.5772
846,P-3SEWARD,202309,83070,4070,0.0489,-31930,-0.2776
846,P-3SHARCS,201902,1493000,,,,
846,P-3SHARCS,202305,2069344,693589,0.3351,576344,0.386
846,P-3SHARCS,202309,2337863,693589,0.2966,268519,0.1297
846,P-3SHRMRW,202104,150000,,,,
846,P-3SHRMRW,202305,1555000,0,0,1405000,9.3666
846,P-3SHRMRW,202309,1555000,0,0,0,0
846,P-3SOHAGS,201910,65000,,,,
846,P-3SOHAGS,202305,65000,0,0,0,0
846,P-3SOHAGS,202309,65000,0,0,0,0
846,P-3SOHO,201505,1512000,,,,
846,P-3SOHO,202305,4274228,3730228,0.8727,2762228,1.8268
846,P-3SOHO,202309,4274228,3730228,0.8727,0,0
846,P-3SPT21A,202104,551000,,,,
846,P-3SPT21A,202305,601000,512870,0.8533,50000,0.0907
846,P-3SPT21A,202309,547025,512870,0.9375,-53975,-0.0898
846,P-3SPT21B,202104,551000,,,,
846,P-3SPT21B,202305,651000,554606,0.8519,100000,0.1814
846,P-3SPT21B,202309,563606,554606,0.984,-87394,-0.1342
846,P-3SPT21C,202104,552000,,,,
846,P-3SPT21C,202305,592000,498333,0.8417,40000,0.0724
846,P-3SPT21C,202309,535607,498333,0.9304,-56393,-0.0952
846,P-3SRAWIN,202001,600000,,,,
846,P-3SRAWIN,202305,1001990,1182,0.0011,401990,0.6699
846,P-3SRAWIN,202309,1051990,1182,0.0011,50000,0.0499
846,P-3STFCRL,202202,1443000,,,,
846,P-3STFCRL,202305,1443000,0,0,0,0
846,P-3STFCRL,202309,1443000,0,0,0,0
846,P-3STSTSR,202205,10000000,,,,
846,P-3STSTSR,202305,10000000,0,0,0,0
846,P-3STSTSR,202309,10050000,5363,0.0005,50000,0.005
846,P-3SUTTON,200811,600000,,,,
846,P-3SUTTON,202305,2286110,1739716,0.7609,1686110,2.8101
846,P-3SUTTON,202309,2286110,1739716,0.7609,0,0
846,P-3SYCAMO,202305,200000,0,0,,
846,P-3SYCAMO,202305,200000,,,0,0
846,P-3SYCAMO,202309,2400000,0,0,2200000,11
846,P-3TDCREC,202202,260000,,,,
846,P-3TDCREC,202305,260000,212557,0.8175,0,0
846,P-3TDCREC,202309,397000,212557,0.5354,137000,0.5269
846,P-3TDREC2,202110,62261000,,,,
846,P-3TDREC2,202305,84622000,0,0,22361000,0.3591
846,P-3TDREC2,202309,84672000,10050,0.0001,50000,0.0005
846,P-3TJRCUP,202110,330000,,,,
846,P-3TJRCUP,202305,300000,0,0,-30000,-0.0909
846,P-3TJRCUP,202309,341000,38162,0.1119,41000,0.1366
846,P-3TONYDL,202001,5126000,,,,
846,P-3TONYDL,202305,3052000,189972,0.0622,-2074000,-0.4046
846,P-3TONYDL,202309,3052000,189972,0.0622,0,0
846,P-3TRE20A,201902,3768000,,,,
846,P-3TRE20A,202305,5010732,4714568,0.9408,1242732,0.3298
846,P-3TRE20A,202309,5010732,4714568,0.9408,0,0
846,P-3TRE22A,202202,450000,,,,
846,P-3TRE22A,202305,300000,0,0,-150000,-0.3333
846,P-3TRE22A,202309,300000,0,0,0,0
846,P-3TRE22B,202110,993000,,,,
846,P-3TRE22B,202305,1043000,50000,0.0479,50000,0.0503
846,P-3TRE22B,202309,1043000,50000,0.0479,0,0
846,P-3TRE24A,202309,500000,,,,
846,P-3TRE24A,202309,500000,0,0,0,0
846,P-3TRE24B,202309,300000,,,,
846,P-3TRE24B,202309,300000,0,0,0,0
846,P-3TREL21,201910,3371000,,,,
846,P-3TREL21,202305,14010000,3319899,0.2369,10639000,3.156
846,P-3TREL21,202309,14350000,3319899,0.2313,340000,0.0242
846,P-3TREMTA,201410,1586000,,,,
846,P-3TREMTA,202305,1656374,1414522,0.8539,70374,0.0443
846,P-3TREMTA,202309,1656374,1414522,0.8539,0,0
846,P-3TREP22,202202,650000,,,,
846,P-3TREP22,202305,500000,0,0,-150000,-0.2307
846,P-3TREP22,202309,550000,31586,0.0574,50000,0.1
846,P-3W185BC,201910,400000,,,,
846,P-3W185BC,202305,1190000,160000,0.1344,790000,1.975
846,P-3W185BC,202309,1622000,160000,0.0986,432000,0.363
846,P-3W69SB2,200801,650000,,,,
846,P-3W69SB2,202305,4601885,807563,0.1754,3951885,6.0798
846,P-3W69SB2,202309,7120885,807563,0.1134,2519000,0.5473
846,P-400FMCP,202302,2400000,,,,
846,P-400FMCP,202305,2400000,0,0,0,0
846,P-400FMCP,202309,2400000,0,0,0,0
846,P-400LNCP,201710,4165000,,,,
846,P-400LNCP,202305,3765064,3219160,0.855,-399936,-0.096
846,P-400LNCP,202309,3679314,3219160,0.8749,-85750,-0.0227
846,P-400QZOO,200609,640000,,,,
846,P-400QZOO,202305,639551,373551,0.584,-449,-0.0007
846,P-400QZOO,202309,639551,373551,0.584,0,0
846,P-400ZO15,201502,160000,,,,
846,P-400ZO15,202305,370000,325600,0.88,210000,1.3125
846,P-400ZO15,202309,370000,325600,0.88,0,0
846,P-400ZO16,201410,50000,,,,
846,P-400ZO16,202305,227000,0,0,177000,3.54
846,P-400ZO16,202309,227000,0,0,0,0
846,P-400ZO17,201509,400000,,,,
846,P-400ZO17,202305,400000,0,0,0,0
846,P-400ZO17,202309,400000,0,0,0,0
846,P-400ZO18,201509,600000,,,,
846,P-400ZO18,202305,853728,0,0,253728,0.4228
846,P-400ZO18,202309,853728,0,0,0,0
846,P-400ZO19,202305,242000,0,0,,
846,P-400ZO19,202309,242000,0,0,0,0
846,P-400ZO20,201710,540000,,,,
846,P-400ZO20,202305,540000,0,0,0,0
846,P-400ZO20,202309,540000,0,0,0,0
846,P-400ZO22,201804,83000,,,,
846,P-400ZO22,202305,83000,0,0,0,0
846,P-400ZO22,202309,83000,0,0,0,0
846,P-400ZO23,201710,200000,,,,
846,P-400ZO23,202305,200000,0,0,0,0
846,P-400ZO23,202309,200000,0,0,0,0
846,P-400ZOO4,200901,110000,,,,
846,P-400ZOO4,202305,110000,0,0,0,0
846,P-400ZOO4,202309,110000,0,0,0,0
846,P-400ZOO8,201310,4308000,,,,
846,P-400ZOO8,202305,5033695,99055,0.0196,725695,0.1684
846,P-400ZOO8,202309,5033251,99055,0.0196,-444,0
846,P-401APFS,201902,18262000,,,,
846,P-401APFS,202305,19159349,5532704,0.2887,897349,0.0491
846,P-401APFS,202309,19357819,5532704,0.2858,198470,0.0103
846,P-401ATH2,201009,850000,,,,
846,P-401ATH2,202305,1086802,1012456,0.9315,236802,0.2785
846,P-401ATH2,202309,1087155,1012456,0.9312,353,0.0003
846,P-401DKLL,201701,3750000,,,,
846,P-401DKLL,202305,3606331,3518331,0.9755,-143669,-0.0383
846,P-401DKLL,202309,3606331,3518331,0.9755,0,0
846,P-401DMPG,202210,6800000,,,,
846,P-401DMPG,202305,6800000,0,0,0,0
846,P-401DMPG,202309,250000,0,0,-6550000,-0.9632
846,P-401HCSW,201804,3491000,,,,
846,P-401HCSW,202305,7030389,4703186,0.6689,3539389,1.0138
846,P-401HCSW,202309,7030333,4703186,0.6689,-56,0
846,P-401HOY2,202210,304000,,,,
846,P-401HOY2,202305,250000,0,0,-54000,-0.1776
846,P-401HOY2,202309,250000,0,0,0,0
846,P-401QBHB,201902,1422000,,,,
846,P-401QBHB,202305,1347513,1113685,0.8264,-74487,-0.0523
846,P-401QBHB,202309,1645513,1113685,0.6768,298000,0.2211
846,P-401QSE2,201405,2954000,,,,
846,P-401QSE2,202305,6994521,6085187,0.8699,4040521,1.3678
846,P-401QSE2,202309,6994521,6085187,0.8699,0,0
846,P-401RANP,202205,6271000,,,,
846,P-401RANP,202305,6271000,0,0,0,0
846,P-401RANP,202309,6271000,0,0,0,0
846,P-401RAV2,201701,2760000,,,,
846,P-401RAV2,202305,7736484,6073796,0.785,4976484,1.803
846,P-401RAV2,202309,7647770,6073796,0.7941,-88714,-0.0114
846,P-401SFFE,202305,325000,0,0,,
846,P-401SFFE,202309,325000,0,0,0,0
846,P-401SHOR,202104,76000,,,,
846,P-401SHOR,202305,93000,0,0,17000,0.2236
846,P-401SHOR,202309,92550,0,0,-450,-0.0048
846,P-401SMST,201902,5825000,,,,
846,P-401SMST,202305,5260049,465751,0.0885,-564951,-0.0969
846,P-401SMST,202309,5269852,465751,0.0883,9803,0.0018
846,P-401SOC2,201509,720000,,,,
846,P-401SOC2,202305,6571254,1677972,0.2553,5851254,8.1267
846,P-401SOC2,202309,6671154,1677972,0.2515,99900,0.0152
846,P-401SOC3,201804,750000,,,,
846,P-401SOC3,202305,750000,57832,0.0771,0,0
846,P-401SOC3,202309,750000,57832,0.0771,0,0
846,P-401SOGP,202110,164000,,,,
846,P-401SOGP,202305,126000,0,0,-38000,-0.2317
846,P-401SOGP,202309,126000,0,0,0,0
846,P-401TBDR,201509,1000000,,,,
846,P-401TBDR,202305,1376259,1137259,0.8263,376259,0.3762
846,P-401TBDR,202309,1376259,1137259,0.8263,0,0
846,P-401WFF1,201710,3228000,,,,
846,P-401WFF1,202305,3860555,2957938,0.7661,632555,0.1959
846,P-401WFF1,202309,3856001,2957938,0.767,-4555,-0.0011
846,P-402DBOY,201710,1996000,,,,
846,P-402DBOY,202305,2617498,2351059,0.8982,621498,0.3113
846,P-402DBOY,202309,2616450,2351059,0.8985,-1048,-0.0004
846,P-402MPDR,202210,1560000,,,,
846,P-402MPDR,202305,1200000,0,0,-360000,-0.2307
846,P-402MPDR,202309,1249685,12668,0.0101,49685,0.0414
846,P-402MPST,202210,4100000,,,,
846,P-402MPST,202305,4100000,0,0,0,0
846,P-402MPST,202309,4114685,1858,0.0004,14685,0.0035
846,P-402SOHN,201910,3410000,,,,
846,P-402SOHN,202305,2649790,430350,0.1624,-760210,-0.2229
846,P-402SOHN,202309,2682363,430350,0.1604,32573,0.0122
846,P-402TLLP,202309,9294000,,,,
846,P-402TLLP,202309,7150000,0,0,-2144000,-0.2306
846,P-403GOR2,201910,4900000,,,,
846,P-403GOR2,202305,4985000,1776500,0.3563,85000,0.0173
846,P-403GOR2,202309,5234768,1776500,0.3393,249768,0.0501
846,P-403NORT,201710,2328000,,,,
846,P-403NORT,202305,2026107,1532182,0.7562,-301893,-0.1296
846,P-403NORT,202309,2010182,1532182,0.7622,-15924,-0.0078
846,P-403TPP4,201405,3664000,,,,
846,P-403TPP4,202305,7912314,7330338,0.9264,4248314,1.1594
846,P-403TPP4,202309,7912338,7330338,0.9264,24,0
846,P-403TRVR,202305,1050000,0,0,,
846,P-403TRVR,202305,1050000,,,0,0
846,P-403TRVR,202309,1050000,0,0,0,0
846,P-403TTOT,201701,2000000,,,,
846,P-403TTOT,202305,2564614,2000831,0.7801,564614,0.2823
846,P-403TTOT,202309,2564831,2000831,0.7801,217,0
846,P-404ATRI,202110,976000,,,,
846,P-404ATRI,202305,791000,84000,0.1061,-185000,-0.1895
846,P-404ATRI,202309,846000,84000,0.0992,55000,0.0695
846,P-404CCPS,201310,2160000,,,,
846,P-404CCPS,202305,5931793,4723636,0.7963,3771793,1.7462
846,P-404CCPS,202309,5931382,4723636,0.7963,-411,0
846,P-404CROW,201509,300000,,,,
846,P-404CROW,202305,3969800,192654,0.0485,3669800,12.2326
846,P-404CROW,202309,3969800,192654,0.0485,0,0
846,P-404GSPS,202110,390000,,,,
846,P-404GSPS,202305,330000,89330,0.2706,-60000,-0.1538
846,P-404GSPS,202309,394000,89330,0.2267,64000,0.1939
846,P-404HOPK,202110,8800000,,,,
846,P-404HOPK,202305,7150000,89536,0.0125,-1650000,-0.1875
846,P-404HOPK,202309,7190000,89536,0.0124,40000,0.0055
846,P-404JCPI,202011,3225000,,,,
846,P-404JCPI,202305,4101312,349679,0.0852,876312,0.2717
846,P-404JCPI,202309,494312,349679,0.7074,-3607000,-0.8794
846,P-404LIND,202110,6500000,,,,
846,P-404LIND,202305,5075000,184000,0.0362,-1425000,-0.2192
846,P-404LIND,202309,5160273,184000,0.0356,85273,0.0168
846,P-404PATF,201902,1200000,,,,
846,P-404PATF,202305,1399337,869258,0.6211,199337,0.1661
846,P-404PATF,202309,1463337,869258,0.594,64000,0.0457
846,P-404PKAM,201610,500000,,,,
846,P-404PKAM,202305,5250000,17527,0.0033,4750000,9.5
846,P-404PKAM,202309,9050000,17527,0.0019,3800000,0.7238
846,P-404WMPG,202011,2200000,,,,
846,P-404WMPG,202305,4369585,380978,0.0871,2169585,0.9861
846,P-404WMPG,202309,2215585,380978,0.1719,-2154000,-0.4929
846,P-405BENN,202110,5200000,,,,
846,P-405BENN,202305,4135000,419873,0.1015,-1065000,-0.2048
846,P-405BENN,202309,4309536,419873,0.0974,174536,0.0422
846,P-405EVE2,201804,2100000,,,,
846,P-405EVE2,202305,5126500,575402,0.1122,3026500,1.4411
846,P-405EVE2,202309,5208500,575402,0.1104,82000,0.0159
846,P-405FPPR,202210,8840000,,,,
846,P-405FPPR,202305,6800000,0,0,-2040000,-0.2307
846,P-405FPPR,202309,8301712,2000,0.0002,1501712,0.2208
846,P-405HIDR,202110,1300000,,,,
846,P-405HIDR,202305,1790000,260000,0.1452,490000,0.3769
846,P-405HIDR,202309,2000000,260000,0.13,210000,0.1173
846,P-405HPRR,201804,4771000,,,,
846,P-405HPRR,202305,1318976,29329,0.0222,-3452024,-0.7235
846,P-405HPRR,202309,1576329,29329,0.0186,257353,0.1951
846,P-405JPCS,202210,4526000,,,,
846,P-405JPCS,202305,3740000,0,0,-786000,-0.1736
846,P-405JPCS,202309,3740000,0,0,0,0
846,P-405JPSS,201701,2000000,,,,
846,P-405JPSS,202305,2367836,1814302,0.7662,367836,0.1839
846,P-405JPSS,202309,2359942,1814302,0.7687,-7893,-0.0033
846,P-405JPTK,201410,2500000,,,,
846,P-405JPTK,202305,6351334,5658353,0.8908,3851334,1.5405
846,P-405JPTK,202309,6581493,5658353,0.8597,230159,0.0362
846,P-405JUNP,202309,5250000,,,,
846,P-405JUNP,202309,5250000,0,0,0,0
846,P-405JVBB,201902,2864000,,,,
846,P-405JVBB,202305,4349155,37450,0.0086,1485155,0.5185
846,P-405JVBB,202309,4296802,37450,0.0087,-52354,-0.012
846,P-405MPPG,202210,3500000,,,,
846,P-405MPPG,202305,7000000,0,0,3500000,1
846,P-405MPPG,202309,7000000,0,0,0,0
846,P-405MPSL,202309,4486000,,,,
846,P-405MPSL,202309,3450000,0,0,-1036000,-0.2309
846,P-405RRGH,201804,7228000,,,,
846,P-405RRGH,202305,5530000,238727,0.0431,-1698000,-0.2349
846,P-405RRGH,202309,5580302,238727,0.0427,50302,0.009
846,P-405RRIV,201804,3250000,,,,
846,P-405RRIV,202305,3409900,260067,0.0762,159900,0.0492
846,P-405RRIV,202309,3522900,260067,0.0738,113000,0.0331
846,P-405STR2,201804,1000000,,,,
846,P-405STR2,202305,2600000,1258921,0.4842,1600000,1.6
846,P-405STR2,202309,2822869,1258921,0.4459,222869,0.0857
846,P-405STRR,201701,2500000,,,,
846,P-405STRR,202305,2888390,1541664,0.5337,388390,0.1553
846,P-405STRR,202309,2823340,1541664,0.546,-65050,-0.0225
846,P-405VITO,202210,7540000,,,,
846,P-405VITO,202305,5800000,0,0,-1740000,-0.2307
846,P-405VITO,202309,5875000,53544,0.0091,75000,0.0129
846,P-406GCPK,200801,112000,,,,
846,P-406GCPK,202305,388012,356012,0.9175,276012,2.4643
846,P-406GCPK,202309,388012,356012,0.9175,0,0
846,P-406HHPR,202011,3200000,,,,
846,P-406HHPR,202305,3362000,460069,0.1368,162000,0.0506
846,P-406HHPR,202309,510200,460069,0.9017,-2851800,-0.8482
846,P-406PEGT,202210,424000,,,,
846,P-406PEGT,202305,350000,0,0,-74000,-0.1745
846,P-406PEGT,202309,350000,0,0,0,0
846,P-406PG62,201509,504000,,,,
846,P-406PG62,202305,4106500,433106,0.1054,3602500,7.1478
846,P-406PG62,202309,4106500,433106,0.1054,0,0
846,P-406YPFN,201809,550000,,,,
846,P-406YPFN,202305,625000,87447,0.1399,75000,0.1363
846,P-406YPFN,202309,645164,87447,0.1355,20164,0.0322
846,P-407BBSF,202110,5850000,,,,
846,P-407BBSF,202305,4727548,432587,0.0915,-1122452,-0.1918
846,P-407BBSF,202309,4767973,432587,0.0907,40424,0.0085
846,P-407BLND,201710,682000,,,,
846,P-407BLND,202305,6205975,947926,0.1527,5523975,8.0996
846,P-407BLND,202309,6427136,947926,0.1474,221161,0.0356
846,P-407BPBC,200909,75000,,,,
846,P-407BPBC,202305,522395,463293,0.8868,447395,5.9652
846,P-407BPBC,202309,522395,463293,0.8868,0,0
846,P-407BPFF,201410,1150000,,,,
846,P-407BPFF,202305,3094905,2465943,0.7967,1944905,1.6912
846,P-407BPFF,202309,3229053,2465943,0.7636,134148,0.0433
846,P-407BTPL,201701,1033000,,,,
846,P-407BTPL,202305,3560389,2872548,0.8068,2527389,2.4466
846,P-407BTPL,202309,3948469,2872548,0.7275,388080,0.1089
846,P-407BWPK,201902,1272000,,,,
846,P-407BWPK,202305,1325544,546263,0.4121,53544,0.042
846,P-407BWPK,202309,1325544,546263,0.4121,0,0
846,P-407CPSC,201009,500000,,,,
846,P-407CPSC,202305,8078079,6425241,0.7953,7578079,15.1561
846,P-407CPSC,202309,8078365,6425241,0.7953,286,0
846,P-407FFAR,202210,13600000,,,,
846,P-407FFAR,202305,13600000,0,0,0,0
846,P-407FFAR,202309,13605000,2238,0.0001,5000,0.0003
846,P-407FGP2,201410,1580000,,,,
846,P-407FGP2,202305,6054515,5307588,0.8766,4474515,2.8319
846,P-407FGP2,202309,5974945,5307588,0.8883,-79570,-0.0131
846,P-407FLBC,200609,275000,,,,
846,P-407FLBC,202305,462915,449915,0.9719,187915,0.6833
846,P-407FLBC,202309,462915,449915,0.9719,0,0
846,P-407FLPT,201910,2000000,,,,
846,P-407FLPT,202305,2321153,1423153,0.6131,321153,0.1605
846,P-407FLPT,202309,2423401,1423153,0.5872,102248,0.044
846,P-407FLPU,202309,2730000,,,,
846,P-407FLPU,202309,2100000,0,0,-630000,-0.2307
846,P-407LBCS,200704,1310000,,,,
846,P-407LBCS,202305,6588930,6453911,0.9795,5278930,4.0297
846,P-407LBCS,202309,6580424,6453911,0.9807,-8506,-0.0012
846,P-407LBDR,200801,590000,,,,
846,P-407LBDR,202305,861996,830996,0.964,271996,0.461
846,P-407LBDR,202309,861996,830996,0.964,0,0
846,P-407LBSF,201009,300000,,,,
846,P-407LBSF,202305,1992877,1939877,0.9734,1692877,5.6429
846,P-407LBSF,202309,1992877,1939877,0.9734,0,0
846,P-407LLHM,202309,66000,,,,
846,P-407LLHM,202309,50000,0,0,-16000,-0.2424
846,P-407MAPL,201509,1200000,,,,
846,P-407MAPL,202305,6722570,3898091,0.5798,5522570,4.6021
846,P-407MAPL,202309,7012071,3898091,0.5559,289501,0.043
846,P-407MCN4,201904,575000,,,,
846,P-407MCN4,202305,675000,178173,0.2639,100000,0.1739
846,P-407MCN4,202309,774560,178173,0.23,99560,0.1474
846,P-407MNPW,202011,5200000,,,,
846,P-407MNPW,202305,8712579,481882,0.0553,3512579,0.6754
846,P-407MNPW,202309,8772579,481882,0.0549,60000,0.0068
846,P-407MPSW,201210,1400000,,,,
846,P-407MPSW,202305,4930360,4609070,0.9348,3530360,2.5216
846,P-407MPSW,202309,4925070,4609070,0.9358,-5290,-0.001
846,P-407PWLL,202104,1600000,,,,
846,P-407PWLL,202305,1640000,100000,0.0609,40000,0.025
846,P-407PWLL,202309,1709822,100000,0.0584,69822,0.0425
846,P-407WBPK,202110,3500000,,,,
846,P-407WBPK,202305,6108000,0,0,2608000,0.7451
846,P-407WBPK,202309,6138000,19425,0.0031,30000,0.0049
846,P-408CHLG,202305,1000000,0,0,,
846,P-408CHLG,202305,1000000,,,0,0
846,P-408CHLG,202309,6080000,0,0,5080000,5.08
846,P-408CPGA,201610,5670000,,,,
846,P-408CPGA,202305,23532896,1775481,0.0754,17862896,3.1504
846,P-408CPGA,202309,23582896,1775481,0.0752,50000,0.0021
846,P-408HMSC,202210,848000,,,,
846,P-408HMSC,202305,700000,0,0,-148000,-0.1745
846,P-408HMSC,202309,700000,0,0,0,0
846,P-408HOV2,201509,960000,,,,
846,P-408HOV2,202305,4747300,464519,0.0978,3787300,3.9451
846,P-408HOV2,202309,4817300,464519,0.0964,70000,0.0147
846,P-408MLDY,201804,500000,,,,
846,P-408MLDY,202305,1500000,0,0,1000000,2
846,P-408MLDY,202309,1500000,0,0,0,0
846,P-408VAN2,201809,4000000,,,,
846,P-408VAN2,202305,4214962,2140911,0.5079,214962,0.0537
846,P-408VAN2,202309,4339252,2140911,0.4933,124290,0.0294
846,P-408VAND,201710,1664000,,,,
846,P-408VAND,202305,2362146,2210446,0.9357,698146,0.4195
846,P-408VAND,202309,2361746,2210446,0.9359,-400,-0.0001
846,P-409EQTY,201710,682000,,,,
846,P-409EQTY,202305,6880000,0,0,6198000,9.0879
846,P-409EQTY,202309,6930000,36394,0.0052,50000,0.0072
846,P-409FPAP,202011,755000,,,,
846,P-409FPAP,202305,4175000,26183,0.0062,3420000,4.5298
846,P-409FPAP,202309,4175000,26183,0.0062,0,0
846,P-409FPG3,201304,1000000,,,,
846,P-409FPG3,202305,3152821,228288,0.0724,2152821,2.1528
846,P-409FPG3,202309,3152821,228288,0.0724,0,0
846,P-409FPP2,201509,600000,,,,
846,P-409FPP2,202305,669125,522152,0.7803,69125,0.1152
846,P-409FPP2,202309,661011,522152,0.7899,-8114,-0.0121
846,P-409FRDR,202309,2340000,,,,
846,P-409FRDR,202309,1800000,0,0,-540000,-0.2307
846,P-409MARD,201509,1100000,,,,
846,P-409MARD,202305,4466103,3864717,0.8653,3366103,3.06
846,P-409MARD,202309,4480443,3864717,0.8625,14339,0.0032
846,P-409PRPC,202305,3000000,,,,
846,P-409PRPC,202305,3000000,0,0,0,0
846,P-409PRPC,202309,3000000,0,0,0,0
846,P-410ALST,201902,1988000,,,,
846,P-410ALST,202305,1929347,541323,0.2805,-58653,-0.0295
846,P-410ALST,202309,2121347,541323,0.2551,192000,0.0995
846,P-410BYRN,201804,3537000,,,,
846,P-410BYRN,202305,3273418,248831,0.076,-263582,-0.0745
846,P-410BYRN,202309,3273418,248831,0.076,0,0
846,P-410PEBP,201809,2650000,,,,
846,P-410PEBP,202305,2849825,1285649,0.4511,199825,0.0754
846,P-410PEBP,202309,2849415,1285649,0.4511,-410,-0.0001
846,P-410ROCK,202309,10984000,,,,
846,P-410ROCK,202309,8450000,0,0,-2534000,-0.2306
846,P-410SCN2,201710,1022000,,,,
846,P-410SCN2,202305,3849000,298327,0.0775,2827000,2.7661
846,P-410SCN2,202309,3849000,298327,0.0775,0,0
846,P-410TPAF,202309,586000,,,,
846,P-410TPAF,202309,450000,0,0,-136000,-0.232
